o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority
3014691,22867,O,27169.12,1995-11-10,5-LOW,Clerk#000000106,0
3014692,19879,O,122960.80,1996-10-02,1-URGENT,Clerk#000000607,0
3014693,23561,F,187320.99,1993-03-14,4-NOT SPECIFIED,Clerk#000000397,0
3014694,129079,F,217520.59,1995-02-18,4-NOT SPECIFIED,Clerk#000000024,0
3014695,100729,O,976.79,1997-02-24,5-LOW,Clerk#000000055,0
3014720,24748,F,88504.12,1993-01-07,2-HIGH,Clerk#000000760,0
3014721,114776,O,257329.97,1998-05-12,2-HIGH,Clerk#000000844,0
3014722,33001,F,162083.42,1992-07-23,5-LOW,Clerk#000000989,0
3014723,79354,O,144779.72,1998-02-04,4-NOT SPECIFIED,Clerk#000000508,0
3014724,47896,F,241333.87,1993-03-18,1-URGENT,Clerk#000000798,0
3014725,66665,O,32615.39,1995-08-07,1-URGENT,Clerk#000000841,0
3014726,86488,O,107663.57,1995-08-17,4-NOT SPECIFIED,Clerk#000000990,0
3014727,71879,O,62270.06,1995-09-19,3-MEDIUM,Clerk#000000507,0
3014752,117718,O,293682.13,1995-06-09,2-HIGH,Clerk#000000060,0
3014753,106118,F,55997.61,1992-11-09,2-HIGH,Clerk#000000893,0
3014754,24128,O,287540.14,1997-05-01,4-NOT SPECIFIED,Clerk#000000126,0
3014755,68323,O,86643.72,1995-07-04,1-URGENT,Clerk#000000600,0
3014756,33415,O,140047.66,1996-11-06,3-MEDIUM,Clerk#000000731,0
3014757,149956,F,120894.36,1992-07-19,4-NOT SPECIFIED,Clerk#000000985,0
3014758,135247,O,186541.38,1998-07-01,4-NOT SPECIFIED,Clerk#000000233,0
3014759,141610,O,127032.50,1997-10-05,1-URGENT,Clerk#000000390,0
3014784,113722,P,247271.08,1995-05-04,3-MEDIUM,Clerk#000000086,0
3014785,25292,O,193071.70,1996-07-30,2-HIGH,Clerk#000000300,0
3014786,126035,O,147341.25,1996-03-01,3-MEDIUM,Clerk#000000420,0
3014787,114056,F,286833.44,1992-06-02,2-HIGH,Clerk#000000158,0
3014788,87679,O,333925.12,1995-07-08,3-MEDIUM,Clerk#000000693,0
3014789,18136,O,194666.98,1995-06-11,5-LOW,Clerk#000000678,0
3014790,135670,F,167428.09,1992-03-09,3-MEDIUM,Clerk#000000180,0
3014791,30409,O,90390.12,1997-09-28,5-LOW,Clerk#000000368,0
3014816,13675,F,176219.52,1994-04-21,3-MEDIUM,Clerk#000000493,0
3014817,5176,F,298702.53,1994-03-15,2-HIGH,Clerk#000000531,0
3014818,112753,O,100407.44,1998-02-20,3-MEDIUM,Clerk#000000256,0
3014819,87949,F,51327.12,1994-05-15,5-LOW,Clerk#000000632,0
3014820,49006,F,294942.78,1995-02-09,2-HIGH,Clerk#000000260,0
3014821,122095,F,297193.84,1994-10-31,2-HIGH,Clerk#000000635,0
3014822,21493,F,234873.08,1992-05-26,1-URGENT,Clerk#000000792,0
3014823,22120,O,86637.92,1996-04-16,4-NOT SPECIFIED,Clerk#000000195,0
3014848,58858,F,74553.08,1994-05-20,4-NOT SPECIFIED,Clerk#000000156,0
3014849,114103,O,347742.84,1995-10-01,3-MEDIUM,Clerk#000000334,0
3014850,128881,O,131291.67,1998-06-04,3-MEDIUM,Clerk#000000884,0
3014851,88751,F,94534.46,1994-07-21,4-NOT SPECIFIED,Clerk#000000211,0
3014852,26794,O,91841.72,1998-07-31,2-HIGH,Clerk#000000382,0
3014853,144440,O,144575.61,1995-10-16,5-LOW,Clerk#000000919,0
3014854,144604,F,352460.16,1992-04-29,4-NOT SPECIFIED,Clerk#000000143,0
3014855,30845,O,110326.38,1997-10-22,5-LOW,Clerk#000000775,0
3014880,5299,F,243373.09,1993-06-19,2-HIGH,Clerk#000000586,0
3014881,91295,F,238583.08,1994-10-09,3-MEDIUM,Clerk#000000318,0
3014882,43646,O,186432.68,1996-07-07,2-HIGH,Clerk#000000678,0
3014883,46124,O,36255.59,1996-09-01,3-MEDIUM,Clerk#000000039,0
3014884,145565,F,69611.56,1992-06-26,3-MEDIUM,Clerk#000000190,0
3014885,6664,O,223622.01,1996-03-29,2-HIGH,Clerk#000000528,0
3014886,68848,O,84371.33,1997-07-05,1-URGENT,Clerk#000000685,0
3014887,7417,O,38185.68,1997-03-05,5-LOW,Clerk#000000078,0
3014912,145453,O,318432.95,1995-10-13,5-LOW,Clerk#000000886,0
3014913,59006,F,256514.10,1993-06-16,3-MEDIUM,Clerk#000000775,0
3014914,53971,O,122595.39,1997-05-25,3-MEDIUM,Clerk#000000375,0
3014915,37186,F,10692.45,1992-01-05,1-URGENT,Clerk#000000737,0
3014916,81425,O,312330.36,1996-05-17,3-MEDIUM,Clerk#000000445,0
3014917,50057,F,59370.11,1992-11-05,3-MEDIUM,Clerk#000000259,0
3014918,107647,O,70609.56,1995-04-23,2-HIGH,Clerk#000000232,0
3014919,47911,F,142524.74,1993-12-04,5-LOW,Clerk#000000143,0
3014944,25072,F,127241.91,1992-04-11,5-LOW,Clerk#000000942,0
3014945,22253,O,100269.08,1995-06-06,2-HIGH,Clerk#000000025,0
3014946,45044,O,79865.34,1997-07-14,4-NOT SPECIFIED,Clerk#000000123,0
3014947,2582,O,142957.12,1995-12-12,1-URGENT,Clerk#000000199,0
3014948,45103,F,148428.99,1992-01-07,3-MEDIUM,Clerk#000000769,0
3014949,87167,O,277974.39,1997-02-15,2-HIGH,Clerk#000000249,0
3014950,109234,F,256165.63,1993-02-23,1-URGENT,Clerk#000000347,0
3014951,31318,O,213695.01,1998-01-30,5-LOW,Clerk#000000133,0
3014976,1105,F,82702.26,1992-12-01,2-HIGH,Clerk#000000984,0
3014977,114470,F,222433.54,1993-07-03,1-URGENT,Clerk#000000039,0
3014978,133102,F,158291.16,1994-09-05,1-URGENT,Clerk#000000636,0
3014979,91846,F,149965.18,1992-03-26,2-HIGH,Clerk#000000450,0
3014980,140512,F,198681.03,1992-08-28,5-LOW,Clerk#000000325,0
3014981,107237,F,100902.71,1994-02-02,5-LOW,Clerk#000000276,0
3014982,78245,O,92585.34,1995-08-04,5-LOW,Clerk#000000961,0
3014983,10843,F,18812.44,1992-04-03,3-MEDIUM,Clerk#000000675,0
3015008,125809,O,85460.78,1996-09-25,1-URGENT,Clerk#000000338,0
3015009,59762,O,6295.51,1998-05-26,2-HIGH,Clerk#000000782,0
3015010,18316,F,40757.18,1995-05-05,3-MEDIUM,Clerk#000000249,0
3015011,20567,O,94957.68,1996-11-22,1-URGENT,Clerk#000000119,0
3015012,56588,F,109930.85,1994-09-29,4-NOT SPECIFIED,Clerk#000000076,0
3015013,62107,F,135461.47,1994-03-09,5-LOW,Clerk#000000512,0
3015014,115357,F,60826.28,1993-11-10,4-NOT SPECIFIED,Clerk#000000100,0
3015015,42926,F,305662.67,1995-01-20,4-NOT SPECIFIED,Clerk#000000568,0
3015040,102784,O,88716.56,1998-07-14,2-HIGH,Clerk#000000695,0
3015041,89714,O,99916.61,1997-02-11,3-MEDIUM,Clerk#000000607,0
3015042,13705,F,138319.84,1994-10-03,4-NOT SPECIFIED,Clerk#000000329,0
3015043,62804,F,105189.83,1995-02-16,5-LOW,Clerk#000000566,0
3015044,131269,O,241691.26,1998-01-02,2-HIGH,Clerk#000000223,0
3015045,19214,F,181825.38,1992-04-14,1-URGENT,Clerk#000000905,0
3015046,115739,O,111749.54,1995-11-07,2-HIGH,Clerk#000000693,0
3015047,24349,O,7193.01,1997-05-24,3-MEDIUM,Clerk#000000165,0
3015072,9913,O,208828.84,1995-12-17,5-LOW,Clerk#000000961,0
3015073,99439,F,154485.71,1993-06-13,3-MEDIUM,Clerk#000000897,0
3015074,90862,P,188142.38,1995-05-30,5-LOW,Clerk#000000119,0
3015075,96037,F,327743.32,1992-01-08,2-HIGH,Clerk#000000637,0
3015076,71947,O,40765.36,1997-03-08,1-URGENT,Clerk#000000394,0
3015077,51226,F,224664.45,1993-01-06,3-MEDIUM,Clerk#000000742,0
3015078,73897,O,222905.88,1997-02-07,5-LOW,Clerk#000000380,0
3015079,128593,O,254129.50,1997-01-27,1-URGENT,Clerk#000000756,0
3015104,38365,P,146536.25,1995-03-21,1-URGENT,Clerk#000000126,0
3015105,74668,F,119343.69,1992-06-09,5-LOW,Clerk#000000829,0
3015106,24934,F,166239.89,1994-09-14,5-LOW,Clerk#000000891,0
3015107,96398,F,60257.09,1993-04-10,3-MEDIUM,Clerk#000000055,0
3015108,8396,O,121134.72,1997-06-19,1-URGENT,Clerk#000000589,0
3015109,102844,O,135368.61,1995-11-04,4-NOT SPECIFIED,Clerk#000000124,0
3015110,23329,O,82533.30,1995-08-27,3-MEDIUM,Clerk#000000997,0
3015111,110572,F,202915.39,1993-02-19,4-NOT SPECIFIED,Clerk#000000008,0
3015136,24115,O,67019.12,1996-06-07,2-HIGH,Clerk#000000396,0
3015137,127591,F,179593.91,1994-09-26,3-MEDIUM,Clerk#000000539,0
3015138,12590,O,159982.97,1996-02-25,1-URGENT,Clerk#000000127,0
3015139,85850,F,335855.54,1992-03-07,2-HIGH,Clerk#000000896,0
3015140,15839,F,208435.57,1993-01-29,3-MEDIUM,Clerk#000000428,0
3015141,104153,F,151228.35,1994-07-03,1-URGENT,Clerk#000000189,0
3015142,148111,O,196579.80,1996-02-18,4-NOT SPECIFIED,Clerk#000000533,0
3015143,29942,P,187427.97,1995-05-25,2-HIGH,Clerk#000000340,0
3015168,126209,O,282737.94,1996-01-16,1-URGENT,Clerk#000000950,0
3015169,35909,O,68021.19,1996-07-07,3-MEDIUM,Clerk#000000126,0
3015170,68893,F,310412.97,1993-01-12,3-MEDIUM,Clerk#000000287,0
3015171,27733,F,170018.18,1993-04-26,1-URGENT,Clerk#000000114,0
3015172,57481,F,180123.28,1994-05-29,5-LOW,Clerk#000000955,0
3015173,67327,O,143812.91,1995-05-05,5-LOW,Clerk#000000477,0
3015174,110126,O,378146.20,1996-04-29,1-URGENT,Clerk#000000330,0
3015175,28742,F,318673.39,1993-04-03,5-LOW,Clerk#000000616,0
3015200,64507,O,235827.17,1996-11-20,5-LOW,Clerk#000000689,0
3015201,104044,O,84519.28,1997-01-21,3-MEDIUM,Clerk#000000926,0
3015202,110497,O,35082.54,1998-05-30,4-NOT SPECIFIED,Clerk#000000541,0
3015203,90092,F,175323.96,1992-04-04,3-MEDIUM,Clerk#000000100,0
3015204,71110,F,72673.08,1992-12-05,4-NOT SPECIFIED,Clerk#000000285,0
3015205,71032,O,51514.74,1995-05-26,1-URGENT,Clerk#000000873,0
3015206,116998,O,177638.37,1998-05-26,4-NOT SPECIFIED,Clerk#000000102,0
3015207,31546,F,161911.17,1994-11-19,2-HIGH,Clerk#000000189,0
3015232,82739,F,85328.13,1992-12-12,3-MEDIUM,Clerk#000000231,0
3015233,91366,F,72513.80,1994-09-06,1-URGENT,Clerk#000000422,0
3015234,24523,F,265615.49,1994-05-19,1-URGENT,Clerk#000000425,0
3015235,96365,O,18960.71,1997-06-10,1-URGENT,Clerk#000000322,0
3015236,51241,O,148624.27,1996-12-30,2-HIGH,Clerk#000000392,0
3015237,56629,O,190859.78,1998-04-18,3-MEDIUM,Clerk#000000150,0
3015238,133804,F,6317.61,1994-04-25,2-HIGH,Clerk#000000873,0
3015239,32870,O,38363.36,1995-07-10,5-LOW,Clerk#000000005,0
3015264,144143,F,124970.79,1993-01-31,4-NOT SPECIFIED,Clerk#000000930,0
3015265,104492,F,62102.41,1995-02-10,5-LOW,Clerk#000000217,0
3015266,134588,F,410929.57,1994-10-14,1-URGENT,Clerk#000000588,0
3015267,13975,O,190633.72,1997-06-17,2-HIGH,Clerk#000000388,0
3015268,112286,O,243346.15,1998-01-02,1-URGENT,Clerk#000000459,0
3015269,27707,F,63889.18,1992-01-25,3-MEDIUM,Clerk#000000627,0
3015270,65315,F,90488.56,1995-03-14,1-URGENT,Clerk#000000145,0
3015271,40064,O,285141.59,1996-09-05,4-NOT SPECIFIED,Clerk#000000443,0
3015296,1798,F,143908.88,1993-12-23,3-MEDIUM,Clerk#000000916,0
3015297,68104,F,88245.26,1993-11-18,4-NOT SPECIFIED,Clerk#000000092,0
3015298,117172,F,52441.13,1993-09-30,5-LOW,Clerk#000000810,0
3015299,88790,F,316457.80,1993-10-17,2-HIGH,Clerk#000000380,0
3015300,85519,O,295602.23,1995-08-20,1-URGENT,Clerk#000000818,0
3015301,138070,O,162850.86,1996-10-15,1-URGENT,Clerk#000000190,0
3015302,29998,O,221363.70,1997-11-10,3-MEDIUM,Clerk#000000571,0
3015303,19960,O,35103.26,1995-08-18,5-LOW,Clerk#000000864,0
3015328,38477,F,33553.70,1995-01-30,4-NOT SPECIFIED,Clerk#000000266,0
3015329,16715,F,144130.14,1994-02-01,4-NOT SPECIFIED,Clerk#000000443,0
3015330,116677,O,115900.12,1997-04-16,1-URGENT,Clerk#000000230,0
3015331,24295,F,71971.94,1992-03-01,4-NOT SPECIFIED,Clerk#000000752,0
3015332,7874,F,107962.97,1994-02-04,3-MEDIUM,Clerk#000000958,0
3015333,27512,O,114650.64,1996-09-18,4-NOT SPECIFIED,Clerk#000000027,0
3015334,91604,P,261998.37,1995-04-07,2-HIGH,Clerk#000000508,0
3015335,132971,F,230889.51,1992-12-18,4-NOT SPECIFIED,Clerk#000000666,0
3015360,138125,O,107145.88,1996-05-15,2-HIGH,Clerk#000000734,0
3015361,53662,F,233853.00,1994-12-03,1-URGENT,Clerk#000000941,0
3015362,80794,O,214098.49,1996-06-26,2-HIGH,Clerk#000000502,0
3015363,75239,O,183530.85,1996-06-08,2-HIGH,Clerk#000000133,0
3015364,30094,O,3282.71,1997-08-26,3-MEDIUM,Clerk#000000204,0
3015365,136376,O,68971.32,1997-01-04,1-URGENT,Clerk#000000752,0
3015366,56089,F,213059.51,1994-07-08,4-NOT SPECIFIED,Clerk#000000198,0
3015367,85253,F,96970.25,1993-12-22,3-MEDIUM,Clerk#000000505,0
3015392,34078,F,147559.64,1993-08-20,5-LOW,Clerk#000000168,0
3015393,45844,F,208383.90,1993-04-25,1-URGENT,Clerk#000000206,0
3015394,77734,F,123603.15,1992-11-02,5-LOW,Clerk#000000121,0
3015395,123209,O,90113.92,1998-05-17,5-LOW,Clerk#000000133,0
3015396,12244,O,183503.70,1997-10-06,1-URGENT,Clerk#000000053,0
3015397,112363,O,79119.61,1996-11-24,1-URGENT,Clerk#000000876,0
3015398,104980,O,146267.72,1996-12-27,1-URGENT,Clerk#000000219,0
3015399,90185,F,231404.66,1994-03-16,4-NOT SPECIFIED,Clerk#000000629,0
3015424,135373,F,164153.21,1993-03-16,4-NOT SPECIFIED,Clerk#000000684,0
3015425,3709,F,241807.21,1992-10-05,2-HIGH,Clerk#000000302,0
3015426,70570,O,52035.33,1998-06-01,2-HIGH,Clerk#000000870,0
3015427,19132,F,185227.22,1993-05-04,5-LOW,Clerk#000000684,0
3015428,76610,O,374045.01,1995-06-21,5-LOW,Clerk#000000663,0
3015429,121948,O,134097.47,1997-10-20,2-HIGH,Clerk#000000905,0
3015430,126658,F,152484.40,1994-02-14,2-HIGH,Clerk#000000381,0
3015431,82247,O,116023.44,1996-08-15,4-NOT SPECIFIED,Clerk#000000911,0
3015456,69208,O,244710.78,1997-08-05,4-NOT SPECIFIED,Clerk#000000316,0
3015457,63698,F,27471.54,1994-06-08,1-URGENT,Clerk#000000874,0
3015458,8359,F,156442.66,1993-12-01,1-URGENT,Clerk#000000579,0
3015459,76601,F,287437.79,1994-05-10,4-NOT SPECIFIED,Clerk#000000658,0
3015460,127288,O,126333.09,1997-07-08,1-URGENT,Clerk#000000404,0
3015461,15067,F,213175.84,1992-08-11,5-LOW,Clerk#000000328,0
3015462,12373,F,113440.91,1992-02-14,3-MEDIUM,Clerk#000000831,0
3015463,44833,O,191629.22,1997-12-30,3-MEDIUM,Clerk#000000474,0
3015488,27274,O,188982.64,1996-06-13,3-MEDIUM,Clerk#000000026,0
3015489,121498,F,289264.72,1992-01-26,4-NOT SPECIFIED,Clerk#000000054,0
3015490,65677,F,170577.22,1992-07-08,1-URGENT,Clerk#000000381,0
3015491,111577,O,29985.90,1996-06-06,4-NOT SPECIFIED,Clerk#000000481,0
3015492,120125,O,47101.40,1995-11-06,2-HIGH,Clerk#000000614,0
3015493,82558,O,336257.88,1996-03-28,3-MEDIUM,Clerk#000000992,0
3015494,38308,F,56584.74,1992-04-04,1-URGENT,Clerk#000000589,0
3015495,14906,F,178120.83,1995-02-17,1-URGENT,Clerk#000000829,0
3015520,15782,F,74926.13,1993-07-27,4-NOT SPECIFIED,Clerk#000000995,0
3015521,43429,F,237175.42,1993-10-24,3-MEDIUM,Clerk#000000817,0
3015522,140080,F,237962.51,1993-09-23,3-MEDIUM,Clerk#000000816,0
3015523,74176,O,171177.28,1995-12-11,1-URGENT,Clerk#000000103,0
3015524,25130,F,35439.39,1993-03-17,2-HIGH,Clerk#000000982,0
3015525,96958,F,181141.99,1992-07-14,2-HIGH,Clerk#000000470,0
3015526,105871,F,113314.75,1994-07-08,5-LOW,Clerk#000000782,0
3015527,70574,O,10591.01,1997-11-03,4-NOT SPECIFIED,Clerk#000000208,0
3015552,87049,O,188868.55,1997-03-31,2-HIGH,Clerk#000000140,0
3015553,54958,O,226453.19,1997-07-22,5-LOW,Clerk#000000141,0
3015554,127154,O,164481.98,1996-02-20,5-LOW,Clerk#000000854,0
3015555,19570,O,77817.32,1998-02-07,4-NOT SPECIFIED,Clerk#000000062,0
3015556,109696,O,205797.00,1995-06-24,1-URGENT,Clerk#000000452,0
3015557,136079,O,66249.57,1997-02-25,1-URGENT,Clerk#000000155,0
3015558,14525,O,175808.06,1995-10-11,4-NOT SPECIFIED,Clerk#000000901,0
3015559,62428,O,244842.23,1995-09-07,4-NOT SPECIFIED,Clerk#000000002,0
3015584,126847,O,253356.08,1998-07-26,5-LOW,Clerk#000000661,0
3015585,95504,F,69460.92,1993-08-19,3-MEDIUM,Clerk#000000419,0
3015586,126920,O,16499.58,1995-04-16,3-MEDIUM,Clerk#000000065,0
3015587,131680,O,142850.09,1995-12-14,2-HIGH,Clerk#000000132,0
3015588,20557,O,195886.59,1995-11-09,5-LOW,Clerk#000000159,0
3015589,42320,F,214762.06,1994-06-25,3-MEDIUM,Clerk#000000598,0
3015590,108895,O,216418.40,1996-08-19,1-URGENT,Clerk#000000333,0
3015591,27469,F,239097.44,1992-07-17,5-LOW,Clerk#000000458,0
3015616,112375,F,353757.09,1992-12-14,4-NOT SPECIFIED,Clerk#000000918,0
3015617,24601,F,127762.52,1993-11-09,5-LOW,Clerk#000000869,0
3015618,44404,O,138626.49,1996-04-17,1-URGENT,Clerk#000000225,0
3015619,41902,F,77268.92,1994-09-04,3-MEDIUM,Clerk#000000010,0
3015620,137318,O,206522.40,1997-06-14,5-LOW,Clerk#000000468,0
3015621,145042,O,309301.82,1998-05-02,1-URGENT,Clerk#000000740,0
3015622,53287,O,282851.37,1998-01-04,3-MEDIUM,Clerk#000000738,0
3015623,71461,O,206879.37,1996-04-29,1-URGENT,Clerk#000000336,0
3015648,118144,O,199410.63,1998-07-29,4-NOT SPECIFIED,Clerk#000000516,0
3015649,86716,F,140920.47,1995-01-09,1-URGENT,Clerk#000000868,0
3015650,13681,F,144004.85,1994-12-16,3-MEDIUM,Clerk#000000109,0
3015651,131930,O,177051.08,1998-07-08,2-HIGH,Clerk#000000591,0
3015652,42193,O,127814.70,1998-05-23,2-HIGH,Clerk#000000294,0
3015653,83968,F,136113.30,1993-04-27,2-HIGH,Clerk#000000395,0
3015654,23609,O,203952.31,1996-01-13,4-NOT SPECIFIED,Clerk#000000661,0
3015655,43633,F,45270.64,1993-04-28,2-HIGH,Clerk#000000223,0
3015680,123527,O,78079.77,1997-07-16,5-LOW,Clerk#000000770,0
3015681,104372,O,136194.38,1998-04-02,2-HIGH,Clerk#000000171,0
3015682,67870,F,154081.98,1993-07-03,3-MEDIUM,Clerk#000000037,0
3015683,64729,F,196825.19,1993-09-08,4-NOT SPECIFIED,Clerk#000000405,0
3015684,68290,O,41725.73,1997-12-27,3-MEDIUM,Clerk#000000713,0
3015685,69223,F,181184.04,1994-06-07,4-NOT SPECIFIED,Clerk#000000032,0
3015686,18385,O,376395.14,1997-06-30,4-NOT SPECIFIED,Clerk#000000999,0
3015687,117637,F,50360.63,1993-11-26,5-LOW,Clerk#000000849,0
3015712,122776,F,106258.83,1995-01-28,1-URGENT,Clerk#000000827,0
3015713,92813,O,60287.92,1998-02-14,2-HIGH,Clerk#000000172,0
3015714,53146,F,205211.83,1993-05-06,2-HIGH,Clerk#000000593,0
3015715,93163,O,43429.97,1995-12-25,2-HIGH,Clerk#000000032,0
3015716,73085,O,108996.48,1998-03-08,3-MEDIUM,Clerk#000000224,0
3015717,126833,O,85004.61,1997-03-05,5-LOW,Clerk#000000744,0
3015718,19102,O,264108.56,1996-07-24,1-URGENT,Clerk#000000721,0
3015719,38632,O,257627.77,1996-09-07,3-MEDIUM,Clerk#000000331,0
3015744,55358,O,466387.91,1996-04-04,5-LOW,Clerk#000000537,0
3015745,93676,O,85194.25,1997-07-15,1-URGENT,Clerk#000000999,0
3015746,148399,O,229468.38,1995-09-07,3-MEDIUM,Clerk#000000041,0
3015747,85657,F,125541.99,1992-06-08,3-MEDIUM,Clerk#000000054,0
3015748,66107,F,68721.65,1993-04-20,5-LOW,Clerk#000000312,0
3015749,145960,O,47927.32,1997-11-30,3-MEDIUM,Clerk#000000606,0
3015750,20242,P,100392.98,1995-04-26,5-LOW,Clerk#000000420,0
3015751,4841,F,96245.86,1993-11-03,3-MEDIUM,Clerk#000000974,0
3015776,55454,O,115860.96,1995-08-19,4-NOT SPECIFIED,Clerk#000000707,0
3015777,58565,F,23315.73,1995-04-05,3-MEDIUM,Clerk#000000494,0
3015778,146413,F,73523.14,1994-03-19,3-MEDIUM,Clerk#000000826,0
3015779,147817,F,204924.51,1993-08-03,3-MEDIUM,Clerk#000000733,0
3015780,27935,O,181022.90,1998-01-18,5-LOW,Clerk#000000002,0
3015781,147982,O,110150.18,1995-11-14,3-MEDIUM,Clerk#000000546,0
3015782,110218,F,221882.66,1993-08-26,3-MEDIUM,Clerk#000000411,0
3015783,69781,F,180582.48,1992-07-14,3-MEDIUM,Clerk#000000233,0
3015808,95644,O,227727.44,1996-10-04,3-MEDIUM,Clerk#000000373,0
3015809,73262,O,90493.84,1997-06-15,2-HIGH,Clerk#000000981,0
3015810,107950,F,236802.34,1992-04-25,5-LOW,Clerk#000000677,0
3015811,43909,O,248917.72,1995-10-03,2-HIGH,Clerk#000000646,0
3015812,118411,O,136718.19,1998-07-06,4-NOT SPECIFIED,Clerk#000000887,0
3015813,63565,O,12996.24,1996-01-20,2-HIGH,Clerk#000000614,0
3015814,3946,F,87217.23,1992-02-16,4-NOT SPECIFIED,Clerk#000000080,0
3015815,19498,F,103305.95,1994-11-01,5-LOW,Clerk#000000180,0
3015840,95171,O,64523.31,1997-08-10,5-LOW,Clerk#000000209,0
3015841,85156,O,140686.76,1996-06-30,5-LOW,Clerk#000000132,0
3015842,48229,O,175845.77,1998-03-27,4-NOT SPECIFIED,Clerk#000000400,0
3015843,106750,F,293259.30,1994-10-04,3-MEDIUM,Clerk#000000100,0
3015844,115621,O,181737.73,1996-05-28,4-NOT SPECIFIED,Clerk#000000849,0
3015845,131665,O,42309.47,1997-12-04,5-LOW,Clerk#000000486,0
3015846,76367,F,43530.93,1994-12-01,4-NOT SPECIFIED,Clerk#000000817,0
3015847,94946,F,200876.78,1992-11-22,4-NOT SPECIFIED,Clerk#000000167,0
3015872,42797,F,180779.27,1994-06-04,1-URGENT,Clerk#000000335,0
3015873,30568,P,127715.35,1995-05-12,4-NOT SPECIFIED,Clerk#000000952,0
3015874,145078,F,231750.66,1994-06-23,4-NOT SPECIFIED,Clerk#000000910,0
3015875,50923,O,113194.49,1997-06-04,5-LOW,Clerk#000000684,0
3015876,110038,F,88098.73,1995-01-08,1-URGENT,Clerk#000000795,0
3015877,51757,O,134180.26,1997-04-21,5-LOW,Clerk#000000629,0
3015878,28090,O,100220.35,1995-08-05,4-NOT SPECIFIED,Clerk#000000109,0
3015879,35464,O,4697.27,1996-07-11,3-MEDIUM,Clerk#000000259,0
3015904,93317,F,176853.03,1994-04-27,1-URGENT,Clerk#000000158,0
3015905,113177,O,255153.71,1997-12-23,4-NOT SPECIFIED,Clerk#000000498,0
3015906,1477,O,309595.97,1998-04-19,3-MEDIUM,Clerk#000000777,0
3015907,55753,O,288745.97,1997-03-07,2-HIGH,Clerk#000000282,0
3015908,112552,F,29121.34,1995-04-25,5-LOW,Clerk#000000272,0
3015909,9169,O,229064.75,1996-06-28,1-URGENT,Clerk#000000796,0
3015910,27376,F,54899.82,1994-11-24,2-HIGH,Clerk#000000898,0
3015911,43630,F,225477.07,1992-02-08,2-HIGH,Clerk#000000420,0
3015936,60232,O,161866.43,1998-03-30,3-MEDIUM,Clerk#000000120,0
3015937,105664,F,196106.53,1994-01-29,5-LOW,Clerk#000000581,0
3015938,35386,O,129382.08,1998-03-17,3-MEDIUM,Clerk#000000550,0
3015939,127651,F,24075.93,1993-06-02,1-URGENT,Clerk#000000181,0
3015940,116533,F,255125.25,1994-10-29,4-NOT SPECIFIED,Clerk#000000989,0
3015941,8699,O,88456.21,1996-06-06,4-NOT SPECIFIED,Clerk#000000806,0
3015942,99755,F,214280.10,1992-01-23,4-NOT SPECIFIED,Clerk#000000938,0
3015943,17126,O,170746.35,1995-11-11,5-LOW,Clerk#000000195,0
3015968,131024,O,236761.49,1997-04-28,5-LOW,Clerk#000000703,0
3015969,107488,F,46548.24,1994-10-25,5-LOW,Clerk#000000648,0
3015970,68443,F,222033.64,1994-02-28,5-LOW,Clerk#000000808,0
3015971,115195,O,147899.97,1996-08-12,5-LOW,Clerk#000000522,0
3015972,23945,O,18560.49,1997-01-12,1-URGENT,Clerk#000000049,0
3015973,128347,O,62183.64,1997-05-23,5-LOW,Clerk#000000663,0
3015974,103475,O,339147.54,1996-09-12,3-MEDIUM,Clerk#000000677,0
3015975,141287,F,274161.49,1993-05-21,1-URGENT,Clerk#000000910,0
3016000,101830,O,128204.76,1997-10-13,5-LOW,Clerk#000000028,0
3016001,85364,F,89354.32,1992-04-30,2-HIGH,Clerk#000000915,0
3016002,112666,F,121302.58,1995-01-15,1-URGENT,Clerk#000000907,0
3016003,105745,O,225329.62,1998-03-10,3-MEDIUM,Clerk#000000428,0
3016004,40037,F,117497.10,1992-05-31,1-URGENT,Clerk#000000083,0
3016005,140326,F,9478.85,1993-02-01,4-NOT SPECIFIED,Clerk#000000357,0
3016006,130541,F,196969.73,1992-10-22,1-URGENT,Clerk#000000293,0
3016007,92734,O,114997.95,1996-05-22,1-URGENT,Clerk#000000663,0
3016032,65344,F,211225.04,1994-09-23,5-LOW,Clerk#000000387,0
3016033,74770,O,110284.57,1996-11-08,2-HIGH,Clerk#000000022,0
3016034,89555,O,306771.21,1997-01-23,1-URGENT,Clerk#000000525,0
3016035,43600,O,157184.76,1998-04-04,2-HIGH,Clerk#000000498,0
3016036,24737,F,111054.34,1994-01-23,2-HIGH,Clerk#000000266,0
3016037,89168,F,329468.81,1993-03-26,1-URGENT,Clerk#000000102,0
3016038,131533,F,167350.65,1994-02-09,1-URGENT,Clerk#000000496,0
3016039,119356,F,108865.73,1992-05-29,1-URGENT,Clerk#000000629,0
3016064,33304,O,108584.32,1996-04-19,5-LOW,Clerk#000000828,0
3016065,58754,O,260837.89,1995-08-05,2-HIGH,Clerk#000000948,0
3016066,19316,F,113471.37,1992-04-25,3-MEDIUM,Clerk#000000397,0
3016067,32428,O,60573.64,1995-10-31,5-LOW,Clerk#000000779,0
